uid,compound,count
5922267,27851,1
5922267,23669616_13340785_29968690_19597904_117893_19786005_12614698_16966270,1
5922267,30173,1
5922267,635091_12098927,2
5922267,85512,1
5922267,625178,1
5922267,19338,1
5922267,30174,2
5922267,19339,2
5922267,382892,1
5922267,950988,1
5922267,382893,1
5922267,85516,1
5922267,1790524,1
5922267,544191,8
5922267,1326653,2
5922267,50819_8088847_29449682_15677846_12658521,1
5922267,29449683_4294692_30605_19583519,2
5922267,648700,1
5922267,456351,1
5922267,504717,1
5922267,4530904_35511,1
5922267,998309,1
5922267,264279,1
5922267,157369,1
5922267,19977162_30128397_11171406_16424119_32799,2
5922267,1326073,1
5922267,2321318,2
5922267,1038130,1
5922267,1330866,1
5922267,18013345_127765,1
5922267,38051,1
5922267,1086673,1
5922267,128476,2
5922267,1086674,2
5922267,1087752,1
5922267,287887,1
5922267,287888,2
5922267,287889,1
5922267,114920,1
5922267,3848242,1
5922267,698433_10407786,1
5922267,727806,1
5922267,1246718,1
5922267,428588,1
5922267,10311617_29471978_531535,2
5922267,2027909,1
5922267,417953,1
5922267,61373,1
5922267,933374,4
5922267,19854504_212008_22331461_8613271,1
5922267,1368131,2
5922267,39631,1
5922267,39632,1
5922267,28496_16048701_23649038,2
5922267,39634,1
5922267,298002,1
5922267,39635,1
5922267,775101,3
5922267,646555,1
5922267,54473,1
5922267,19725584_160081,1
5922267,291123,1
5922267,838987,1
5922267,260196_7776807,1
5922267,646200,1
5922267,838988,1
5922267,2072435_23625589,1
5922267,10985408_22987625_38734_29446670_23737553_5572438_11831194_14431676_30566301_12590335,1
5922267,108521,3
5922267,192771,1
5922267,16180924_11850948_30153740_1592_23563932,2
5922267,871465,2
5922267,569802,1
5922267,40963,1
5922267,104728_30149330_29446662,1
5922267,100294,1
5922267,649,1
5922267,886551,1
5922267,4705,1
5922267,4706,1
5922267,108299,1
5922267,192425,2
5922267,115969,2
5922267,26663,1
5922267,29230,1
5922267,635030,1
5922267,418604,1
5922267,12674032_113297,1
5922267,29236,1
5922267,843928,1
5922267,418060,1
5922267,1255616,5
5922267,274798,1
5922267,359963,1
5922267,287680_4412578,2
5922267,12600798_17897718_31238,1
5922267,105873,1
5922267,164611,1
5922267,112428,1
5922267,107288_31648819,2
5922267,105874,1
5922267,55474,1
5922267,1698931_257202_12664827,1
5922267,40039,1
5922267,931149,1
5922267,300548,1
5922267,732164,2
5922267,300549,1
5922267,74274,1
5922267,533495,1
5922267,618935,1
5922267,518072,1
5922267,17263530_31015,2
5922267,12263,1
5922267,408515,1
5922267,22068897_12774563_130142,2
5922267,2591,1
5922267,544541,1
5922267,275792,1
5922267,23781714_10434245_29457110_840751,1
5922267,27315,3
5922267,320927,1
5922267,7939880_38419,3
5922267,324613,1
5922267,324614,1
5922267,38715,4
5922267,416101,1
5922267,324615,1
5922267,324616,1
5922267,704049,1
5922267,1160234,1
5922267,16140,1
5922267,10377_14649414,3
5922267,206881,1
5922267,1441546,1
5922267,38133,1
5922267,35293,4
5922267,35296,1
5922267,29450983_53323_10887365_17711935,1
5922267,29457848_7930484_2501_11475495,1
5922267,357427,1
5922267,29468737_26705,1
5922267,789085,1
5922267,789086,2
5922267,136728,1
5922267,1024709,1
5922267,930805,3
5922267,111586,1
5922267,735826,2
5922267,701046,2
5922267,111233,2
5922267,34256_4335620,1
5922267,9438555_1398516_29459981,1
5922267,713877,1
5922267,291203,1
5922267,130651_19721475_7938438,2
5922267,295559,1
5922267,421933,1
5922267,12288371_290653,3
5922267,325307,1
5922267,2573028,5
5922267,288340,1
5922267,12658523_16180987_112454,1
5922267,1845810,2
5922267,174823,2
5922267,1933928,1
5922267,1678023,2
5922267,11343,1
5922267,391214,1
5922267,192503,1
5922267,9567848_193237,1
5922267,26701,1
5922267,288033,1
5922267,587609,1
5922267,8598,2
5922267,29080,1
5922267,362635,1
5922267,29082,2
5922267,115908_29446885,1
5922267,1294326,3
5922267,112818,2
5922267,1432100,1
5922267,126088_10400987,1
5922267,30530674_113294_29968319,2
5922267,702048,1
5922267,1432106,1
5922267,70624,1
5922267,1254036,1
5922267,30370,1
5922267,338822,2
5922267,371692,1
5922267,338823,1
5922267,338824,1
5922267,338550,1
5922267,117890,1
5922267,338553,1
5922267,29449920_4290705_19732404_7847960_22541161_30393868_29459293_35951,3
5922267,52329,2
5922267,3736261,1
5922267,286465,1
5922267,1016115,1
5922267,286466,3
5922267,135573,1
5922267,939455,1
5922267,2881226,1
5922267,117897,3
5922267,290984,1
5922267,30028,1
5922267,22318695_30465833_29457583_4290707_99988,2
5922267,110976,2
5922267,220414,1
5922267,110662,1
5922267,932221,2
5922267,619202,1
5922267,110664,1
5922267,759503,1
5922267,619204,2
5922267,110665,1
5922267,619205,1
5922267,30539793_29499195_10465_11161556_10473675_1616239,1
5922267,38876,1
5922267,257889,2
5922267,217593,1
5922267,434215,1
5922267,434216,1
5922267,3050153_1876,1
5922267,202119,1
5922267,752000,1
5922267,35330,2
5922267,11276008_30528980_29446653_121975,2
5922267,213243,1
5922267,191974,1
5922267,1352162,1
5922267,2011004,1
5922267,933800,1
5922267,16157088_50437,1
5922267,933801,1
5922267,194586,1
5922267,65571,1
5922267,933803,3
5922267,24784,2
5922267,546744,1
5922267,701473,1
5922267,42779,4
5922267,546745,2
5922267,420439,1
5922267,546746,2
5922267,28707,1
5922267,546747,2
5922267,546748,6
5922267,28434,2
5922267,1046236,1
5922267,546749,4
5922267,18121058_20364_30530876,1
5922267,218821,10
5922267,774222,1
5922267,731947,1
5922267,203154,1
5922267,22316472_517259,1
5922267,39522,1
5922267,276569,1
5922267,39523,1
5922267,329778,2
5922267,29848262_15896464_118513_30529872_29447676,1
5922267,329779,1
5922267,51713_12697811_21912310,1
5922267,166151,1
5922267,340263,2
5922267,22275_12774460,1
5922267,199540,2
5922267,340265,2
5922267,141512,1
5922267,2205555,1
5922267,5216_29457168_29449941_19736760,1
5922267,115894,1
5922267,997664,1
5922267,702471,1
5922267,425121,1
5922267,15903603_11039379_30526069_9881574_7992883_26106,2
5922267,16048724_30812,1
5922267,134380,1
5922267,114273_7776774_29460998,1
5922267,163773,1
5922267,11632464_441228,1
5922267,55987,1
5922267,12590080_409338_29968227_22040629_16180775_19597690_12730063,2
5922267,10407401_18118780_129063,1
5922267,1122601,3
5922267,1874707,1
5922267,1716144,2
5922267,29839288_16040574_26159,1
5922267,1122372,1
5922267,55636,2
5922267,300708,1
5922267,683115,1
5922267,109490,1
5922267,338942,1
5922267,10431136_1473_16400066_29477125,1
5922267,33763_11373966,5
5922267,2165056,1
5922267,415307,1
5922267,359503,1
5922267,533657,2
5922267,29448409_19597691_4494172_31342,2
5922267,160233,1
5922267,533659,1
5922267,1498464,1
5922267,691320,1
5922267,392061,1
5922267,352625,1
5922267,186229,1
5922267,109104,2
5922267,1042742,1
5922267,105104,2
5922267,998311,1
5922267,998312,1
5922267,105107,1
5922267,700595,1
5922267,27512,1
5922267,267615_11726703,1
5922267,34109,1
5922267,1522727,2
5922267,56902,1
5922267,773969,2
5922267,932302,1
5922267,619093,1
5922267,697977_29503970,1
5922267,382515,1
5922267,8788305_116509,2
5922267,49278,1
5922267,61328_18254325,1
5922267,16157225_13318,1
5922267,512974,1
5922267,293052,1
5922267,467491,3
5922267,851631,2
5922267,21762834_11850180_293942_4457103,3
5922267,107805,4
5922267,763561,1
5922267,354701,1
5922267,2207241,1
5922267,29463490_30393891_683758,1
5922267,26849_29482133,1
5922267,107807,1
5922267,904889,1
5922267,35416,2
5922267,335676,4
5922267,16569036_116597_5119462,1
5922267,191743,1
5922267,900220,3
5922267,482298,6
5922267,482299,1
5922267,992785,1
5922267,409133,1
5922267,1117869,1
5922267,191707,1
5922267,354709,2
5922267,265284,1
5922267,29453928_261636,1
5922267,922219,2
5922267,417651,1
5922267,51893_30529542,3
5922267,29473563_261639,1
5922267,2366036,1
5922267,22987520_21917019_108301,1
5922267,930151,1
5922267,188221,1
5922267,3817575_9856685_28239,1
5922267,32493,2
5922267,32726,4
5922267,783985,1
5922267,469575,1
5922267,69842,1
5922267,29452936_9321724_201872,1
5922267,483527,1
5922267,380097,1
5922267,11176955_19727181_1391,1
5922267,836976_23735871,1
5922267,874356,1
5922267,31641244_30149484_82046,1
5922267,532738,1
5922267,29820,1
5922267,465578,1
5922267,192784,2
5922267,465579,1
5922267,1406141,1
5922267,384861,6
5922267,1111984,1
5922267,115661,4
5922267,29501722_804629,1
5922267,480339,3
5922267,761335,1
5922267,19721631_9131049_7847349_133991,2
5922267,115665,4
5922267,112430,1
5922267,1457257,2
5922267,323973,1
5922267,11850001_50404,1
5922267,29478306_130674,2
5922267,292487,2
5922267,710410,3
5922267,300596,1
5922267,189700_7815381,3
5922267,418075,1
5922267,9045185_31169_29459983,1
5922267,732405,2
5922267,29483192_12750629_28861,1
5922267,16013241_28775,1
5922267,338793,1
5922267,23589561_475945,1
5922267,338796,1
5922267,285546,1
5922267,749218_21914018_10629215,1
5922267,290793_22053942,1
5922267,745047_7992871,1
5922267,544513,1
5922267,275561_29456010_11849997,1
5922267,120066,2
5922267,544597,1
5922267,63304,1
5922267,544598,2
5922267,419696,1
5922267,700639,1
5922267,345807,4
5922267,168855,1
5922267,1710928,4
5922267,419617,1
5922267,345808,3
5922267,113121,2
5922267,430455,1
5922267,13210240_29447681_39098_30529981,1
5922267,35802,5
5922267,41089,2
5922267,563089,1
5922267,578130,1
5922267,39994_19721413_30275542_7998408_10534954_22105007,1
5922267,1004448_29457102,1
5922267,30315674_104846,1
5922267,31857_30529490,1
5922267,2034081,1
5922267,18266321_122659_8088857_19695992_13256585_10404701_11162110,1
5922267,176754,1
5922267,671572,1
5922267,457751,3
5922267,26241_12653405,3
5922267,612716,1
5922267,132422,1
5922267,103349,1
5922267,86899_30533639,1
5922267,30530634_19703620_149733_16165453,1
5922267,28322,1
5922267,417460,1
5922267,22987512_21916770_22045,1
5922267,5595778_12590051_393963_10880524_9527483_2409808_29456215_14431705_7996539,3
5922267,295562,1
5922267,15802_29499444,1
5922267,28513_12655356_9524869_10880902,1
5922267,39725,3
5922267,1398649_29578310,1
5922267,111243,1
5922267,39727,4
5922267,12614688_13381018_399549,1
5922267,2942186,1
5922267,108926,1
5922267,927370,2
5922267,94492_9145310,1
5922267,425631,1
5922267,288621,1
5922267,461656,1
5922267,927605,2
5922267,2408193,1
5922267,1497350,1
5922267,462196_13647437,1
5922267,1442204,1
5922267,1616959,1
5922267,897235,1
5922267,29571850_1319823,1
5922267,192511,1
5922267,318493,3
5922267,200975,1
5922267,29478281_26091,1
5922267,26710,1
5922267,1904238,1
5922267,107787_4337822,2
5922267,2552973,1
5922267,7993041_189701,3
5922267,100035,1
5922267,458484,2
5922267,458485,1
5922267,451837,2
5922267,843701,1
5922267,996128,1
5922267,362372,1
5922267,52951,1
5922267,116282,2
5922267,418424,1
5922267,12660217_26164_9492709_4526854,1
5922267,116556,1
5922267,426980,1
5922267,22132,1
5922267,9142393_12644410_11325897_2455,1
5922267,732839,4
5922267,898856,3
5922267,189699,6
5922267,52686,1
5922267,149323,1
5922267,1235_12674829,1
5922267,765372,2
5922267,55298,1
5922267,615870,1
5922267,326006,1
5922267,11279044_23563933_1591,1
5922267,12590017_7817284_28553_17886219_9336972_23625560_29448633_10369176_16275902,2
5922267,182159,2
5922267,255060_14740565,1
5922267,52068,1
5922267,286163,1
5922267,290913,3
5922267,9927520_122448_2361400_30538280_5922089_12674218_29461854_31661567,2
5922267,209080,1
5922267,107241_21916806_22987518,1
5922267,30529088_9310274_4325285_11279082_10407919_441226,1
5922267,1256788,2
5922267,41164,1
5922267,788982,1
5922267,110949,2
5922267,9371556_326349,1
5922267,202122,2
5922267,53914,2
5922267,126481_479530_16215037,1
5922267,115446_17903671,1
5922267,202124,1
5922267,202125,2
5922267,30149284_12652582_8088943_450833_10979670,2
5922267,202126,1
5922267,202127,2
5922267,202128,1
5922267,22987544_54604_4522376_30149303_11850203_29808524_15677980_29448509,1
5922267,929647,2
5922267,873283,1
5922267,194869,1
5922267,194596,1
5922267,546750,2
5922267,30360448_18117126_20114794_22039467_29448411_16327863_23625592_476539_11173212,1
5922267,546752,7
5922267,21909875_126084,1
5922267,812353,1
5922267,20333971_537035_30128356_16505803,1
5922267,118593,2
5922267,133977,1
5922267,1474_22112867_29471197,1
5922267,546757,7
5922267,329780,1
5922267,329781,1
5922267,774271,2
5922267,479519,1
5922267,532970,1
5922267,952030,1
5922267,114559,2
5922267,111637,2
5922267,329786,2
5922267,774275,1
5922267,731958,1
5922267,111638,5
5922267,329787,1
5922267,111639,1
5922267,114289,1
5922267,27336_12178171_13314516_4395607,1
5922267,22987521_25082_21916769,4
5922267,21882536_26686_29449677_10417021,1
5922267,54020,1
5922267,284785,1
5922267,21916801_22043_22987524,5
5922267,32088_3111387_29461302,1
5922267,129379,1
5922267,495933,1
5922267,32389,1
5922267,133787_29446925,1
5922267,288165,1
5922267,1022602,1
5922267,39807_19696199,1
5922267,2660192_298740,1
5922267,19583265_30817_29677633_11349989_821287_16486855_14742890_29448877_30567029_23565942_22191994,2
5922267,300710,1
5922267,609624_30680662,1
5922267,1343396,1
5922267,300712,1
5922267,1716112,1
5922267,186543,1
5922267,22258,1
5922267,192000_29945371_30537540_19594055,1
5922267,2638491,1
5922267,26144_16276210,1
5922267,732338,1
5922267,304408,1
5922267,30778,1
5922267,105464,3
5922267,81571,1
5922267,7847520_14976_2360807_15898695_16327817_5574510_19721170_29839287_23734040_10976378_29457215,2
5922267,7194472_756496,1
5922267,415007,1
5922267,773970,1
5922267,109154,2
5922267,10814496_7817154_31688557_30559636_22403321_32717,1
5922267,408416,1
5922267,109115,3
5922267,2369310,1
5922267,840820,2
5922267,166152_13019554_11854747,1
5922267,1326362,1
5922267,419231,2
5922267,114261_29453910,1
5922267,30222690_233132_22040236_4527151_19721565,1
5922267,38966,7
5922267,17826147_53766,1
5922267,23655361_19719459_30526067_25191_18630250_7817212_23806095,1
5922267,30534390_674141_10770526,1
5922267,873675,3
5922267,9734568_36905_30149478_23566959,6
5922267,2141505_2497_29451045,1
5922267,324243,1
5922267,57181,1
5922267,128181,1
5922267,788444,1
5922267,9917065_28554_22203747_29449916,1
5922267,1117872,1
5922267,38033,2
5922267,191793,2
5922267,253047,1
5922267,4291300_29447932_7848212_7451_12578812,1
5922267,420525,2
5922267,560552,1
5922267,873059,1
5922267,534008,1
5922267,1046091,1
5922267,328743,2
5922267,254935,1
5922267,30537444_10542596_22088500_28181_8001450_30506923_4463836_29449919,1
5922267,701568,1
5922267,4290395_161414_2217223,1
5922267,28295,6
5922267,20043_29483503,1
5922267,188542,1
5922267,132481_29483124_5062662_9464148,2
5922267,11100000_29456857_693006,1
5922267,28259,3
5922267,39300,1
5922267,207249,1
5922267,39616,1
5922267,108893,3
5922267,321557,1
5922267,2392284,5
5922267,16190545_29447025_4291540_18091051_30516092_98765_10355407,1
5922267,620230,1
5922267,291145,1
5922267,10061556_29610269_559412,1
5922267,291106,2
5922267,291148,2
5922267,1206633,1
5922267,29461221_7935721_148945_19598227_29688319,1
5922267,886842,1
5922267,465549,1
5922267,377709,1
5922267,192482,1
5922267,288243,8
5922267,1830358,1
5922267,30556136_29504473_905154,1
5922267,517015,1
5922267,1298889,1
5922267,112750,1
5922267,26682,1
5922267,108279,3
5922267,1325794,1
5922267,116755,2
5922267,170102,1
5922267,684987,1
5922267,296412,1
5922267,296413,2
5922267,73484,1
5922267,112282_7928403,4
5922267,3610482_28068_30168690,1
5922267,7970512_2371,1
5922267,415478,1
5922267,684639,1
5922267,30180706_16363765_52103,1
5922267,344278,1
5922267,23281547_106277_21916789_22987519,3
5922267,338763,1
5922267,533475,1
5922267,12644602_26251_8221165,1
5922267,29968257_40965_12176343,1
5922267,124699,1
5922267,732109,1
5922267,312734,1
5922267,481306,1
5922267,193718,1
5922267,814708,1
5922267,202903,1
5922267,193172,1
5922267,22257_13839685_16211814,1
5922267,416740,1
5922267,784024,1
5922267,28576_10546738_29449638_13029863,1
5922267,29461608_63038,1
5922267,109641_10411447,9
5922267,49050,1
5922267,704020,1
5922267,4615188_29520822,1
5922267,431897,1
15919175,663370,2
15919175,346628,4
15919175,4512262_22123992_18093754_208155_10564382,3
15919175,1308147,2
15919175,1053619,1
15919175,324093,1
15919175,332642_4526307_29446919_11388654_30528210,1
15919175,999797,1
15919175,811789,2
15919175,29833873_6929880_29447098_4496395_21909532_51005,1
15919175,1954354,3
15919175,67282_6333666,1
15919175,2259878,1
15919175,29480084_496319,1
15919175,845947,2
15919175,365927,1
15919175,274563_29471500_10445333,2
15919175,1275316,1
15919175,19721297_26491,1
15919175,1918017_30537719,1
15919175,613256_23566985_16328008_29452433_4290321_10877942_30393911_11731354_18091039,1
15919175,340169,1
15919175,1051158,1
15919175,1413635,1
15919175,48799,1
15919175,761114,2
15919175,37894,2
15919175,292577,1
15919175,2670946,1
15919175,4952886,1
15919175,1108552,1
15919175,1377756,1
15919175,1244855,1
15919175,124420,2
15919175,3316608,1
15919175,4185772,1
15919175,389911,1
15919175,520883_11564671,1
15919175,30472039_12168807_22005389_55591,4
15919175,253556,1
15919175,310973,2
15919175,1330425,1
15919175,390396,2
15919175,30615242_11350335_223647,1
15919175,730077,1
15919175,79027,1
15919175,1386653,1
15919175,13015,2
15919175,33238_12186670,1
15919175,343782,1
15919175,952392,1
15919175,841402,1
15919175,340865,1
15919175,295300,1
15919175,823458,1
15919175,3706510,2
15919175,461709,1
15919175,104121,1
15919175,427320_9364751,1
15919175,782187,1
15919175,29448784_46538_21909332,2
15919175,17986766_258997_23957653_9352111,1
15919175,66517,2
15919175,2242017,1
15919175,326794,1
15919175,366737,2
15919175,7776817_29447707_502414_9319407,2
15919175,212610,1
15919175,344122,1
15919175,9601441_59492_17826180_11167270_9148940_30530172_29446973_15677885,1
15919175,23564417_7908323_11161508_38887_12614697_17682543_21909169_9734233_12690589_19695998,1
15919175,1166023,2
15919175,1945305,1
15919175,34107_15582107_31651614,1
15919175,19583396_18063529_10368266_29447404_21897420_11285203_22038137_7931834_25084_12861374,2
15919175,1308921,1
15919175,1798869,2
15919175,703456,1
15919175,113999,1
15919175,478375,2
15919175,3087870,1
15919175,615031,1
15919175,592918,1
15919175,914648,2
15919175,840565,1
15919175,791083,1
15919175,1783380,4
15919175,22876129_30223043_16302396_4470712_96972_30554541_23991919,1
15919175,1149386,1
15919175,16677,1
15919175,29472605_11732789_266350,1
15919175,16679,1
15919175,6668064_121181,4
15919175,2403364,1
15919175,10610433_291715_21921316_29583850_13719544,1
15919175,1312559,1
15919175,29447776_11174642_15539_30530421_10022007_12644476,1
15919175,368562_29459514,1
15919175,380921,2
15919175,11325907_83701,1
15919175,111721,1
15919175,57483_22094502,1
15919175,2953218,2
15919175,7112,1
15919175,671125,1
15919175,2953219,4
15919175,273470,3
15919175,712939,1
15919175,276081,1
15919175,1313823,1
15919175,410105_24054990,1
15919175,1058237,1
15919175,104281,1
15919175,709498,3
15919175,315708,2
15919175,17826177_6329223_11850279_13165771_32180331_29447055_11188950_93947_30529983,3
15919175,80008,4
15919175,1938830,1
15919175,23281550_22044_21916758_22987511,1
15919175,401972,1
15919175,695775,2
15919175,898172,1
15919175,219033,1
15919175,1262150,1
15919175,346563_21916072_10368264_11284202_12644459_29447406_30128184_17880862_7692095,1
15919175,105203,2
15919175,19135,2
15919175,1385581,5
15919175,370408,1
15919175,389887,1
15919175,29448324_30146254_4700,1
15919175,23760865_22765,2
15919175,8127905_834444,2
15919175,67056,1
15919175,1850621,2
15919175,364080,1
15919175,2403755,1
15919175,1319826,1
15919175,354882,1
15919175,121624,1
15919175,103935_7425111,1
15919175,83702,1
15919175,1456977,1
15919175,1822810,2
15919175,2259888,1
15919175,9735106_9138025_116876_30149358_6722645,1
15919175,781077,1
15919175,904015,1
15919175,19894140,2
15919175,1504625_29463807,1
15919175,841605,1
15919175,841332,2
15919175,841333,1
15919175,218773,1
15919175,841377,2
15919175,661776,1
15919175,30149384_104867_29449859,1
15919175,1442806,1
15919175,210890_29466883,1
15919175,661423,1
15919175,718536_22771842_10819812_29640302,4
15919175,2444155,2
15919175,218467,1
15919175,1313949,4
15919175,1313908,1
15919175,1247868,1
15919175,30244666_30531303_21897525_18463,2
15919175,996769,1
15919175,2090968,6
15919175,415832,1
15919175,721100,1
15919175,29346,1
15919175,11280717_107821_29452934,1
15919175,21909202_29448772_22821,1
15919175,22111,1
15919175,309899_19726507,1
15919175,31168139_364039,1
15919175,876802,1
15919175,21897592_19942_16263823,1
15919175,2705714_1019_16316382_7961895_4291689_11006011_29447758,1
15919175,695582,1
15919175,725956,2
15919175,16328000_9726143_29452418_21897541_30527302_29851210_5622797_464818_19721972_31642751,1
15919175,894214,1
15919175,34325,1
15919175,30542408_29452700_282381,1
15919175,152897_13192442_30529518,1
15919175,392209,1
15919175,41100,1
15919175,41101,1
15919175,504678,1
15919175,364433,1
15919175,121787,1
15919175,8062333_5925573_272326,1
15919175,53300_12177318,1
15919175,1087671,1
15919175,2414617,1
15919175,313245,2
15919175,269156,2
15919175,1106835,2
15919175,808629,2
15919175,2573133,1
15919175,697852,1
15919175,841459,2
15919175,841186,1
15919175,218506,2
15919175,60948_30529581,1
15919175,1413760,1
15919175,219891,1
15919175,728418,1
15919175,134375,7
15919175,1211824,1
15919175,1871898,2
15919175,537914,2
15919175,577939,4
15919175,348134,2
15919175,17430992_15909017_121435,1
15919175,4631647,1
15919175,9009137_22094490_21936006_289423,1
15919175,2678141,1
15919175,14642349_117799,1
15919175,411066,1
15919175,117100_9442271,1
15919175,5914225,1
15919175,67521,1
15919175,29451020_222301,1
15919175,3146875,1
15919175,67526,1
15919175,470617,1
15919175,9326196_16466343_29461849_29968746_215709_12665806,3
15919175,67529,1
15919175,2970259,5
15919175,41538,1
15919175,364827,1
15919175,667231,2
15919175,19491_29968755_11331955_29456038_6780107_19785999,2
15919175,7926072_4472419_29448101_58471,1
15919175,811682,1
15919175,19598016_46322_308396,1
15919175,65680,1
15919175,65640,1
15919175,1633230,6
15919175,2953220,3
15919175,29456436_87006,2
15919175,1688385,1
15919175,103766_14742982,2
15919175,2400912,1
15919175,111422,1
15919175,4292928_222572_30534430,1
15919175,841536,1
15919175,841578,2
15919175,133184,1
15919175,841269,1
15919175,410184,1
15919175,29483059_148740,1
15919175,694706,1
15919175,1261435,1
15919175,66683,1
15919175,702856,2
15919175,48652,1
15919175,857124,1
15919175,1243176,1
15919175,1432685,1
15919175,201927,1
15919175,1660161,1
15919175,219043,1
15919175,370769,1
15919175,219045,2
15919175,219047,3
15919175,209885,1
15919175,24324531_618733,1
15919175,29528196_706260,1
15919175,120055,1
15919175,1975053,2
15919175,286349,1
15919175,504294,1
15919175,220065,1
15919175,220066,1
15919175,21915140_16586388_29451388_19101_30540860_4292927,2
15919175,1312681,2
15919175,17684256_12604018_33061_30518821_29848437_15997501,1
15919175,29457242_261159_10509054_12644663,1
15919175,30529161_125169_4401146_29448742,1
15919175,1722235,1
15919175,497496,1
15919175,664976,1
15919175,841614,2
15919175,16481400_694703,1
15919175,841303,1
15919175,841071,1
15919175,760,1
15919175,1777038,2
15919175,1313954,3
15919175,1243521,1
15919175,51011,1
15919175,346625_16891522_11322017_12644650_3609324_30530873_30398620_29447517_22068223,1
15919175,503910,4
15919175,709547,1
15919175,1509185,1
15919175,348958,1
15919175,1542247,1
15919175,388395,1
15919175,123904,3
15919175,29453576_12665065_61732_11286357,1
15919175,12185970_9347891_11172196_16188485_7831445_10401988_345882,4
15919175,1258077,1
15919175,15532,1
15919175,29879504_13647772_222646_15949992,2
15919175,323111,1
15919175,21922640_7861695,1
15919175,124409,1
15919175,581412,1
15919175,1308865,4
15919175,1448853,1
15919175,128631,1
15919175,822707,5
15919175,9131508_30223304_15449_9745450_29451352_11161916,1
15919175,1536_12663075_16157092_17802500_29456492,1
15919175,213551,4
15919175,10424936_22000401_38754_11167611,1
15919175,23567072_19597697_22035492_16966453_284535_12614696_12924520_22315407,3
15919175,1850446,1
15919175,612861,2
15919175,23589552_9322993_8675,1
15919175,582493,1
15919175,582494,9
15919175,9155376_30530672_23018_23567082_21909003_12644382,1
15919175,23815633_21897396_1740293_29456532_318277_7865610_31645566_13530831,1
15919175,29451705_171674_7971259_9735437,1
15919175,8089870_437823,1
15919175,841462,1
15919175,701478,1
15919175,589027,1
15919175,229499,1
15919175,310337,1
15919175,579511,3
15919175,325776,2
15919175,841467,1
15919175,328308,1
15919175,1449507,3
15919175,841158,2
15919175,1106538,2
15919175,76084,1
15919175,12590330_30503572_16363933_336334,3
15919175,129326,2
15919175,679838,1
15919175,702705,1
15919175,116934,1
15919175,121584_9524907_29528293,1
15919175,252965,2
15919175,2625795_15744239,1
15919175,112352,1
15919175,70470,1
15919175,212672,1
15919175,308433,1
15919175,216632,1
15919175,359503,2
15919175,308438,1
15919175,370383,3
15919175,695323,1
15919175,618511,1
15919175,1315262,2
15919175,841512_30541798,1
15919175,259025_19736819_11729805,1
15919175,217940,1
15919175,9861193_67562,1
15919175,124473_9732790,1
15919175,508143,2
15919175,21930754_12738531_12590334_13884_7939006_29446719,1
15919175,131266_17682707_29968678_29874743,1
15919175,11714896_259426_1699956,1
15919175,23567034_127955_29448764_30553882,1
15919175,1182192,1
15919175,364295,1
15919175,29450766_316039,1
15919175,53443,1
15919175,29461512_20320_10408022_9131022,2
15919175,4370162_23567094_20223,1
15919175,125564,1
15919175,290179,2
15919175,12177063_346634_13241623,2
15919175,16188640_11276065_12644453_30529340_30128392_29446697_15600_21897491_3604727_16966780,1
15919175,19761_11161509_12189998_9131111,1
15919175,841580,1
15919175,133464,1
15919175,23567099_7931278_22767,1
15919175,29462664_114541_11714695,3
15919175,841508,1
15919175,218909,1
15919175,1305095,2
15919175,2781495_17683135,2
15919175,69842,1
15919175,12171200_133170_8745700_19652229_23564350_29946505_16180686_13469919,5
15919175,104221,1
15919175,17154914_288845,1
15919175,199009,1
15919175,120322_12644643_2880073_9382422_19686877,2
15919175,34842,1
15919175,717375,2
15919175,21897577_126491_12184918,1
15919175,11728240_208956,1
15919175,29483091_4566,1
15919175,21897378_12960140_29447088_19686871_236639,1
15919175,559187,1
15919175,70209,1
15919175,286669,1
15919175,791578_11714987,1
15919175,18128200_30566899_300204_29465958,1
15919175,220071,5
15919175,1507158,1
15919175,97819,3
15919175,364060,1
15919175,220076,3
15919175,217716,1
15919175,345228,1
15919175,2583473,2
15919175,29472332_288614,2
15919175,18266321_122659_8088857_19695992_13256585_10404701_11162110,1
15919175,667329,1
15919175,10790849_18616450_16738193_21908900_30183173_30566902_276599_9863275,1
15919175,962083,1
15919175,723624,5
15919175,41602_29446756_16157076_4468186_7845036_9745453_23566030_21897438,1
15919175,16487216_29446673_15904420_10990661_21923396_29968263_94373,1
15919175,841311,3
15919175,841626,1
15919175,1918015,1
15919175,841629,3
15919175,841318,5
15919175,39499,1
15919175,1107505,1
15919175,841048,1
15919175,303326,1
15919175,109173_12672854,1
15919175,1468278,2
15919175,1860932,1
15919175,119433,3
15919175,66111,1
15919175,366370,1
15919175,1989897,1
15919175,366647,1
15919175,10524440_725130_23566958,3
15919175,66115,1
15919175,935274,5
15919175,3927085,1
15919175,1244800,1
15919175,12830257_18108924_288015,1
15919175,1997792,1
15919175,285976,1
15919175,15677849_5572179_29447028_316925,2
15919175,525069,1
15919175,718262,6
15919175,1235_12674829,1
15919175,29446707_12814285_32405,1
15919175,577218,1
15919175,193206,1
15919175,475860,1
15919175,133975,1
15919175,10716526_401175,1
15919175,319628_11388685,4
15919175,1474_22112867_29471197,1
15919175,365723,1
15919175,22155154_9347890_30539684_11439976_22353448_496622,3
15919175,841707,1
15919175,841434,1
15919175,2573113,1
15919175,27336_12178171_13314516_4395607,1
